"id","date","class4","partlybad","CO2168.mean","CO2168.std","CO2336.mean","CO2336.std","CO242.mean","CO242.std","CO2504.mean","CO2504.std","Glob.mean","Glob.std","H2O168.mean","H2O168.std","H2O336.mean","H2O336.std","H2O42.mean","H2O42.std","H2O504.mean","H2O504.std","H2O672.mean","H2O672.std","H2O84.mean","H2O84.std","NET.mean","NET.std","NO168.mean","NO168.std","NO336.mean","NO336.std","NO42.mean","NO42.std","NO504.mean","NO504.std","NO672.mean","NO672.std","NO84.mean","NO84.std","NOx168.mean","NOx168.std","NOx336.mean","NOx336.std","NOx42.mean","NOx42.std","NOx504.mean","NOx504.std","NOx672.mean","NOx672.std","NOx84.mean","NOx84.std","O3168.mean","O3168.std","O342.mean","O342.std","O3504.mean","O3504.std","O3672.mean","O3672.std","O384.mean","O384.std","Pamb0.mean","Pamb0.std","PAR.mean","PAR.std","PTG.mean","PTG.std","RGlob.mean","RGlob.std","RHIRGA168.mean","RHIRGA168.std","RHIRGA336.mean","RHIRGA336.std","RHIRGA42.mean","RHIRGA42.std","RHIRGA504.mean","RHIRGA504.std","RHIRGA672.mean","RHIRGA672.std","RHIRGA84.mean","RHIRGA84.std","RPAR.mean","RPAR.std","SO2168.mean","SO2168.std","SWS.mean","SWS.std","T168.mean","T168.std","T42.mean","T42.std","T504.mean","T504.std","T672.mean","T672.std","T84.mean","T84.std","UV_A.mean","UV_A.std","UV_B.mean","UV_B.std","CS.mean","CS.std"
1,"2000-01-01","nonevent",FALSE,384.462,2.28499603391333,384.164461538462,2.13506222887152,385.2746875,2.21169544155395,383.885076923077,1.95519829802902,19.2455108359133,11.9095489886902,2.27815384615385,0.0515052275166168,2.272,0.0518772589869589,2.31640625,0.0516510633120932,2.26230769230769,0.0558952488692369,2.27276923076923,0.0641411454408288,2.2890625,0.0536809726569556,13.9641795665635,11.051169671601,0.0795384615384616,0.0712265480972239,0.0844615384615385,0.0680310308156958,0.054375,0.0473043170619597,0.0855384615384616,0.0787406893152845,0.0647692307692308,0.0552015537685447,0.07125,0.06390717474687,2.14215384615385,0.772800290153632,2.13692307692308,0.714153614158316,2.071875,0.629456492690699,2.07876923076923,0.625168746450477,2.04615384615385,0.582405282824202,2.08578125,0.663546997623797,20.2989230769231,2.25824331829309,19.885,2.23175637289031,20.7946153846154,1.88801985963724,21.3183076923077,1.97665402988134,20.11359375,2.27360867428189,999.85947368421,0.166466851999707,20.6623529411765,13.7784220999535,0.00356037151702787,0.00557433469707037,7.16916408668731,4.59551491931133,98.3338461538462,1.12723762510907,99.0666153846154,1.32453562254271,96.47421875,1.33335929104197,98.8858461538461,1.37583485144894,101.030923076923,1.65060758044284,96.99046875,1.11752196056332,8.86479876160989,5.27995737499249,1.07076923076923,0.191941622735824,924.863636363636,12.3376908179211,-12.6621052631579,0.376274514981264,-12.2016099071208,0.375243866247278,-12.8085758513932,0.436361810998926,-13.0164705882353,0.525697928491696,-12.4229721362229,0.376323943433477,1.63556346749226,0.856948267804006,0.0264377708978328,0.0146168773371814,0.0033739,0.000733253058900607
2,"2000-01-20","nonevent",FALSE,374.884615384615,0.415184804127587,374.703333333333,0.385178881252307,375.621265822785,0.66571990546698,374.67417721519,0.435479716607748,31.1076590330789,24.6247180262686,3.11858974358974,0.120623104751675,3.11525641025641,0.110179597882475,3.13886075949367,0.14491365547458,3.11848101265823,0.106181854256367,3.1153164556962,0.0952975830812254,3.12392405063291,0.133612698244216,3.1511224489796,18.296499903296,0.109102564102564,0.129285608498272,0.127051282051282,0.17588447340612,0.0949367088607595,0.106480688242125,0.10379746835443,0.117148862098377,0.127215189873418,0.193324071675998,0.101139240506329,0.113068929983532,2.74192307692308,0.843873348182195,2.66794871794872,0.764349071975301,2.76481012658228,0.796234504755229,2.76481012658228,0.940076184527962,2.77455696202532,0.883371741983093,2.71645569620253,0.804010839917172,29.1135897435897,1.66912215387873,28.6979746835443,1.88242163983526,29.4846835443038,1.55778428729763,29.5521518987342,1.72892190424841,29.0024050632911,1.85335677110471,974.33872773537,0.592625522456506,29.5232569974555,27.0521304581375,0.00106870229007634,0.00309342004039975,10.3851399491094,6.48939315448891,94.4846153846154,1.21400880664738,95.0816666666666,1.26545040148349,92.9479746835444,1.30232964804284,95.7568354430379,1.13137826577416,98.0111392405063,1.21381681055845,93.3296202531646,1.28353422640528,11.5168702290076,6.8030809816443,0.196794871794872,0.107262193503481,851.384615384615,139.344200287799,-8.52834605597964,0.522449160050738,-8.236106870229,0.618067560188838,-8.69384223918575,0.428726454755496,-8.9974300254453,0.373927392294837,-8.35104325699745,0.575678553181763,1.44110941475827,0.741087683634403,0.0226493638676845,0.0124789682597961,0.00150103882352941,0.000571715138618741
3,"2000-01-23","nonevent",FALSE,373.496585365854,0.189497187263404,373.382592592593,0.172957926804307,373.961481481481,0.235106949658617,373.275061728395,0.165500177165971,29.8008845208845,22.8923164923978,2.7419512195122,0.253661770646235,2.74197530864197,0.238125070882333,2.74913580246914,0.256988314573173,2.73654320987654,0.226291628732854,2.73925925925926,0.211888990852391,2.74890243902439,0.257643672480591,7.67388206388206,18.3202794218437,0.0203658536585366,0.0283907967156816,0.0206172839506173,0.0295104082914972,0.0127160493827161,0.031145318495683,0.0207407407407408,0.032664115546643,0.0167901234567901,0.0317736982618418,0.0174390243902439,0.0291361629107179,0.752926829268293,0.101001012155765,0.758765432098765,0.102802999908191,0.759012345679012,0.100903480344729,0.744567901234568,0.0900145735800049,0.749506172839506,0.0969652158581609,0.758048780487805,0.100694367348816,36.0889024390244,0.365597789176529,35.9959259259259,0.392367104182352,36.2212345679012,0.337514380123457,36.2051851851852,0.303682034005598,36.0269512195122,0.367509768155695,990.886093366094,0.667004716440733,64.4617936117936,34.1068562004545,0.00218673218673219,0.0055606393725052,8.88167076167074,6.02948356648621,93.1624390243902,0.736299658830633,93.5324691358025,0.693400192645272,91.7617283950617,0.672199356819568,93.9138271604939,0.774957366409979,96.2776543209877,0.933979752999145,92.1535365853658,0.718172186017008,11.1328255528255,6.35345731307759,0.158170731707317,0.12296871075257,934.925925925926,1.51723244824066,-9.8111547911548,1.20580590270386,-9.58093366093366,1.24351662992048,-9.94120393120395,1.07175528196413,-10.2244717444718,0.965987666069134,-9.65115479115479,1.23889088850316,2.67754545454545,1.26161214491998,0.044758968058968,0.0237483525364089,0.000763534,4.79404864389172e-05
4,"2000-02-17","nonevent",FALSE,378.600366972477,1.93417985614988,378.464862385321,1.94653615176951,379.785871559633,2.86502220630305,378.316909090909,1.98343032729136,23.7952112676056,16.1789049604714,5.71,0.080334946963969,5.71522935779816,0.0648730431129286,5.79577981651376,0.0670584816352509,5.68881818181818,0.0867425994853239,5.6622,0.0692175606841984,5.74853211009174,0.07274798823836,18.2182287822878,12.7204771312494,0.218256880733945,0.235921534494688,0.227614678899083,0.247733799345367,0.175688073394495,0.185429266600487,0.222181818181818,0.211527350122567,0.205454545454545,0.207659019927214,0.199449541284404,0.198843111719997,3.1302752293578,1.23687289289443,3.08284403669725,1.10738103762312,3.07880733944954,1.1620007687658,3.06,1.1649223307574,3.08981818181818,1.17809049497281,3.09614678899083,1.19009329564012,19.9779816513761,5.28786867724685,19.0234862385321,5.40706557237616,20.7763636363636,5.4174151267506,20.954,5.56260370689842,19.6214678899083,5.12474603267541,978.364725274724,0.242025886822194,30.7056572769953,20.8058427690799,0,0,10.8189926739927,6.16371893368964,98.7306422018349,1.20105144925524,99.4661467889908,1.02484317522684,97.5052293577982,1.09044638865812,99.6378181818182,1.16872029271429,101.3823,1.13811367506667,97.8478899082569,1.14431936214607,13.9158241758241,8.30627640210171,0.21256880733945,0.116526929566968,904.942857142857,53.2087691010015,-1.04945054945055,0.108633169152264,-0.669047619047619,0.165462403290226,-1.22117216117216,0.11249179229468,-1.53518315018315,0.122651379486228,-0.82952380952381,0.134190581920279,2.26180516431925,1.34565146333412,0.0308929577464789,0.0219026250843156,0.00203846679245283,0.000750932712175008
5,"2000-03-25","Ib",FALSE,373.128684210526,1.0966171246884,372.98,1.04775009575653,373.701830065359,1.25919796837658,372.91,1.00416370022131,252.480327225131,138.921952757957,3.25368421052632,0.299727656095516,3.23222222222222,0.308108025788936,3.29915032679738,0.290206250867646,3.22803921568628,0.310415805229409,3.22771241830065,0.307516573648407,3.2675816993464,0.298119161409871,142.534162303665,115.885106747488,0.0236184210526316,0.0403059383346931,0.0281045751633987,0.0421424844081132,0.0252941176470588,0.0453793777579265,0.0279084967320261,0.046758809960365,0.0304575163398693,0.0428942989292628,0.0254248366013072,0.0942978688162967,0.843355263157895,0.159896258085045,0.829738562091503,0.157876316148276,0.914640522875817,0.574305102005196,0.824509803921569,0.162646456982746,0.833986928104576,0.17483202415492,0.864379084967321,0.229340674157118,47.953552631579,3.03931096406478,47.5842483660131,3.27269016431325,48.1350980392157,2.78079128213514,48.1969934640523,2.67860629633145,47.7177124183007,3.19320753127717,992.994188481674,0.280526085205181,487.59640052356,268.860549668453,-0.0053403141361256,0.00877948268885411,41.0904450261781,21.3170889812053,59.6722368421053,14.6256430524781,60.1191503267974,14.3691373833549,59.5350326797386,15.5926492096092,60.9109150326797,14.1222247091651,62.475294117647,14.2172693385833,59.18477124183,15.2607171610542,32.4211256544503,19.5161042897235,0.13828947368421,0.115292753290528,923.450980392157,2.0621709482019,-1.3305890052356,1.94733020682179,-1.03743455497382,2.2315522375459,-1.7384554973822,1.74807888466389,-2.09564136125654,1.69562160154899,-1.09586387434554,2.09011144009962,12.9067787958115,7.02230040195356,0.333522513089005,0.239981216206763,0.00066211987012987,0.000209531559257748
6,"2000-03-28","II",FALSE,375.143397435897,1.34299880949907,374.804807692308,1.00995909923826,375.647770700637,1.40762921196141,374.604935897436,0.834471435406584,314.931342710998,182.673206391299,2.30891025641025,0.266035587524698,2.28237179487179,0.251563144588923,2.36203821656051,0.26765539185031,2.25076923076923,0.22856505662866,2.22371794871795,0.203273906894496,2.3287898089172,0.272004313499148,165.194411764706,144.32517821906,0.0978846153846154,0.107072538664123,0.0905769230769231,0.0916672832523064,0.0776433121019108,0.0914774746505764,0.0864743589743589,0.0812308894621513,0.08,0.075698894183767,0.0936942675159236,0.116339945210333,1.61788461538462,0.627353899830674,1.46064102564103,0.407674252452236,1.67242038216561,0.694428746297608,1.37961538461539,0.33557823877962,1.39608974358974,0.334609206278586,1.6712101910828,0.703549927445307,49.5069871794872,2.55414967098055,49.1941401273886,2.63141037658174,49.9476923076923,2.01739399006895,50.0226923076923,1.85164385419528,49.3309554140128,2.55775837941869,1008.21652173913,0.764164862727552,597.701994884911,350.609878967439,0.00106138107416884,0.019296827365182,52.1367135549873,26.8504926493104,40.7275,14.0033598560511,40.3376282051282,12.7248653259711,41.1738853503185,14.9058298115666,39.7733333333334,10.7007068402849,39.7039102564103,9.08062159118067,40.593821656051,14.2721342956337,38.7606138107418,23.49668313164,0.986153846153846,0.96005743211167,924.058823529412,1.91218999794351,-0.348452685421993,2.57812074302586,-0.0769309462915581,2.75859212600063,-0.550895140664958,2.12560145089406,-0.796265984654731,1.90821195129277,-0.122365728900253,2.62001522886601,14.949320971867,9.03950860139641,0.431328388746803,0.332385030752107,0.00189572205128205,0.000759670959328896
7,"2000-04-08","II",FALSE,373.972781065088,1.12077139915471,373.864378698225,1.08174726320349,374.973076923077,1.29796635806426,373.809585798817,1.04124773768103,366.286879432626,221.681335325441,3.53923076923077,0.191727733542969,3.50798816568047,0.197847283221587,3.78289940828402,0.198591458028861,3.49301775147929,0.193516348311872,3.49284023668639,0.188475031287944,3.62517647058824,0.187916711783043,201.818953626635,180.536573101511,0.0327810650887573,0.0527907425262979,0.0324260355029585,0.0534469766976373,0.0243195266272189,0.0431185206010387,0.0398816568047337,0.047995388737834,0.0375147928994082,0.0460044131564306,0.0247058823529411,0.0512006896055195,1.02769230769231,0.224061534915236,1.03745562130177,0.221794707700716,1.04532544378698,0.200633032409916,1.02153846153846,0.223159136044214,1.02301775147929,0.221455694627637,1.04082352941176,0.211221926896027,48.7014201183432,1.97584168197048,47.6179289940829,1.95888448447058,48.87,1.91146634064756,48.649349112426,1.86091028097102,48.2254117647059,1.94188498245079,1006.17835697399,0.369335267574674,695.591713947991,429.178058730452,-0.00684397163120561,0.0118906956940767,55.8709456264778,29.3614308626129,47.8092899408284,6.69730876777457,48.2671597633136,6.10042145142761,51.2829585798817,8.06140545198971,48.5651479289941,5.75225753886792,49.9533136094674,5.45401727452578,48.6328235294118,7.44439014582324,41.5500827423168,26.3911362001331,0.440059171597633,0.131092011676914,925,0.78624539310692,2.86552009456265,1.3190509055043,2.85900709219858,1.68498540578283,2.42962174940898,1.07645917423681,2.01583924349881,1.04363914626555,3.00761229314421,1.55583383029605,17.179121749409,10.900449713347,0.616342789598109,0.500516804571043,0.00152186338028169,0.000361178321999945
8,"2000-04-09","Ib",FALSE,376.006588235294,1.10978867111504,375.888888888889,1.05215657772612,376.779883040936,1.40324078194818,375.806257309941,0.960351665608681,365.411699882767,215.367254468325,4.28735294117647,0.446511188616083,4.27976608187135,0.458645003328378,4.3661403508772,0.418933187369865,4.27356725146199,0.461983727601182,4.27473684210526,0.464351940297663,4.30917647058823,0.434075803280242,222.275211267605,173.36239722104,0.0515882352941177,0.0743520800881552,0.060233918128655,0.0767421443872023,0.0342105263157894,0.0539808474233676,0.0528654970760234,0.0697683522739083,0.0460818713450291,0.0674700305495693,0.048,0.0646940912586844,1.42088235294118,0.532269716559216,1.4325730994152,0.56076768722601,1.39491228070175,0.452066325718138,1.35707602339181,0.40789948308878,1.34695906432748,0.404220518685257,1.41305882352941,0.491326000861819,47.4464117647059,2.84345788237752,46.7812865497076,3.03817022812306,47.6963157894737,2.60095477825239,47.6446783625731,2.48977279533925,47.1863529411765,2.77368033424706,1001.69962485346,1.91548633178846,703.907069167643,422.614004670075,-0.00722157092614296,0.0100768830353288,54.3260140679952,28.1448555879317,51.9891764705882,9.34213686536852,52.9653216374269,8.90314876794586,52.7071929824561,10.6584357787986,53.4762573099415,8.52388429983254,54.9978947368421,8.41688004307075,51.3076470588235,9.90126800164383,41.6877022274326,25.7213390998531,0.683058823529411,0.304166427230602,925.491228070176,1.4030936102763,4.3694021101993,3.00253398363106,4.54723329425557,3.20353316366807,3.89705744431418,2.8582009333381,3.49996483001173,2.83127824508808,4.67793669402111,3.16160140392527,17.456796014068,10.9674712648019,0.716453458382182,0.572409467330059,0.00208334651162791,0.000202654886414535
9,"2000-04-25","nonevent",FALSE,381.95708994709,3.51854048219498,382.097127659574,3.61947631817646,382.279789473684,3.46667276524108,382.162789473684,3.68696518609636,192.865269271384,190.093539895901,11.092962962963,1.91881022081773,11.0368085106383,1.90603247962964,11.2412105263158,1.97207920998894,10.9791052631579,1.90559292095543,10.9721578947368,1.89747815828819,11.1642857142857,1.93851065414431,135.323013844516,150.864208034423,0.0974074074074075,0.134817244888429,0.0976595744680851,0.140658691334543,0.0514736842105262,0.0830881271298894,0.102894736842105,0.141707424477502,0.0856315789473685,0.120735712301733,0.0858730158730159,0.114983369574135,2.72883597883598,1.04581166665079,2.77574468085107,1.0484656366081,2.68378947368421,1.03371644607886,2.79705263157895,1.06471684258643,2.825,1.07986220461334,2.71925925925926,1.02930180916095,40.4579894179894,5.72406279422473,38.9821578947369,6.47696823684314,41.6157368421053,4.78275929681058,42.0044736842105,4.1751198679801,39.9191005291005,6.00128051366288,988.630359408033,2.19206217755465,373.749398099261,360.61776790929,0.00158562367864696,0.0128821095121734,22.4447463002114,21.9051247172292,77.7206349206349,10.9405441353577,77.7935638297873,10.6785955915906,78.0182631578947,11.6310265887024,78.1166842105263,10.2778329842497,79.3351578947368,10.0224673390458,77.405925925926,11.3528491978612,12.8632452431289,13.2920791601258,0.338663101604278,0.328238748797021,925.265625,2.02556821344078,12.063065539112,4.48230839879893,12.2505391120507,4.55566142637949,11.8532346723044,4.38678948806477,11.5908139534884,4.33693253132016,12.2379598308668,4.54149454020394,10.5004825765575,9.15930126276308,0.428270644139387,0.439836237475884,0.00733950326315789,0.00330244221976141
10,"2000-05-12","Ia",FALSE,373.262067307692,0.915852368378857,373.29956937799,0.842834221666144,373.579423076923,1.00926799601197,373.322918660287,0.811649909186856,321.465095785441,291.559249345476,3.070625,0.377864702098234,3.03832535885167,0.390408525405896,3.12706730769231,0.364467125133203,3.0244019138756,0.395460723514325,3.0188995215311,0.395382281481335,3.09579710144927,0.366802263324406,158.289975124378,221.030428956697,0.00817307692307693,0.0474929829157487,0.00301435406698564,0.0454359733865752,0.00442307692307693,0.0457007050353532,0.0015311004784689,0.0447272744104419,0.00368421052631579,0.0433824205520562,0.0051207729468599,0.0468198354714581,0.37375,0.180625255963244,0.361818181818182,0.154917923227311,0.378894230769231,0.167272026315852,0.358373205741627,0.158721558475117,0.357464114832536,0.157299261283372,0.37512077294686,0.1687212324372,34.1747115384615,7.76368039332644,33.7357692307692,7.66138774683529,34.4861244019139,7.89279356096358,34.4703827751196,7.9158821515605,33.9589371980676,7.76843924990933,999.914101825169,0.698114483397337,599.596791187738,540.077887281583,-0.00688760806916418,0.00771585842874248,42.0554370797311,32.0776628132971,42.7066346153846,9.37779658623011,42.8945933014354,9.38527098662873,42.3158173076923,9.71921645046075,43.358995215311,9.38820431368821,44.5607177033493,9.59463125928538,42.3087922705314,9.45107714569724,22.6776849183477,17.837656756916,-0.00269035532994924,0.118805150709374,922.142857142857,1.8120827498598,2.49582132564841,1.57990028980854,2.92946205571566,1.77060248838528,2.0440730067243,1.49645521227907,1.63384245917387,1.49285124399435,2.75672430355428,1.6760708201358,16.398780651341,13.4226185330782,0.68539980842912,0.662107705579021,0.000838518857142857,0.000453129047515746
